шаг;время, с;C в матрице, мол. доля;C в матрице до зажима;xEqAlpha C (kawin);доля M23C6;частиц, 1/м³;средний радиус, нм;C в выделениях / C сплава;невязка C (x0 − [(1−f)x + f_conc]);движущая сила, Дж/м³;зарождение, 1/(м³·с);Rcrit, нм
1566;1.5827566408008962;6.24821438443114e-05;6.24821438443114e-05;2.751119173428738e-05;0.04397288320253068;1.7168472910883591e+22;7.700116322632597;0.993477024216904;0.0;193346153.09774384;0.0;3.103242502563147
1567;1.5828768830393352;6.197536471442145e-05;6.197536471442145e-05;2.7511191734292893e-05;0.04397522562805222;1.7168022165339505e+22;7.700410188317339;0.9935299465128079;0.0;191428136.08739942;0.0;3.1343354862216333
1568;1.5829968910864964;6.147776374936766e-05;6.147776374936766e-05;2.7511191734178747e-05;0.04397752561925408;1.716756947984346e+22;7.700701449841829;0.9935819100923716;0.0;189529498.19466567;0.0;3.165734124319478
1569;1.5831166878368133;6.098913338130143e-05;6.098913338130143e-05;2.7511191734185577e-05;0.043979784136153596;1.7167114816885096e+22;7.700990188063715;0.9936329366452169;0.0;187650036.76916257;0.0;3.1974414198388312
1570;1.5832362958494957;6.050927329626314e-05;6.050927329626314e-05;2.7511191734015185e-05;0.04398200210521085;1.7166658138044916e+22;7.701276481605552;0.9936830471028065;0.0;185789558.44296646;0.0;3.2294602830663783
1571;1.583355737820679;6.00379883326203e-05;6.00379883326203e-05;2.7511191734027856e-05;0.04398418042904375;1.7166199402269313e+22;7.701560408036794;0.9937322618579387;0.0;183947875.01395538;0.0;3.2617935920949366
1572;1.5834750368079022;5.957508755023473e-05;5.957508755023473e-05;2.7511191734132943e-05;0.04398631999073164;1.7165738565040408e+22;7.701842044414711;0.9937806008619797;0.0;182124790.86510235;0.0;3.2944444144587255
1573;1.5835942156352323;5.912038653127318e-05;5.912038653127318e-05;2.7511191734139058e-05;0.04398842164318222;1.7165275580720279e+22;7.702121465866494;0.9938280833846271;0.0;180320121.70689502;0.0;3.3274156778536454
1574;1.5837132975209691;5.867370482992753e-05;5.867370482992753e-05;2.7511191734082734e-05;0.043990486220920194;1.7164810400165169e+22;7.702398747102653;0.9938747282802536;0.0;178533686.05469418;0.0;3.360710313325345
1575;1.583832306162432;5.8234865651116095e-05;5.8234865651116095e-05;2.751119173410963e-05;0.04399251454157341;1.7164342970409166e+22;7.702673962612571;0.9939205540214825;0.0;176765289.50929034;0.0;3.3943315549428923
1576;1.5839512647580987;5.780369949344597e-05;5.780369949344597e-05;2.7511191734237016e-05;0.0439945073890362;1.7163873238550569e+22;7.7029471843721025;0.9939655783187963;0.0;175014751.35740444;0.0;3.4282824467448267
1577;1.5840701968077657;5.7380040940260564e-05;5.7380040940260564e-05;2.7511191734128033e-05;0.043996465528302275;1.7163401148668066e+22;7.703218483773471;0.9940098184556577;0.0;173281903.14099917;0.0;3.462565848620563
1578;1.5841891268543542;5.696372614644391e-05;5.696372614644391e-05;2.7511191734080105e-05;0.04399838971708159;1.7162926638875506e+22;7.7034879332699795;0.9940532915509671;0.0;171566550.37484333;0.0;3.4971851954189406
1579;1.584308078583886;5.6554682861872416e-05;5.6554682861872416e-05;2.7511191734069063e-05;0.04400028028971899;1.7162449648956398e+22;7.703755457428343;0.9940960051585607;0.0;169868878.52373135;0.0;3.5321361111840015
1580;1.5844271015675135;5.615270426189212e-05;5.615270426189212e-05;2.7511191734125695e-05;0.0440021382025384;1.7161970012406898e+22;7.70402112592443;0.9941379808846139;0.0;168188495.1428362;0.0;3.5674259377280375
1581;1.5845462309086589;5.5757609007207296e-05;5.5757609007207296e-05;2.7511191734217863e-05;0.04400396429405144;1.7161487618033488e+22;7.704285031662631;0.9941792376735756;0.0;166525092.18357387;0.0;3.6030606086593377
1582;1.584665492596908;5.5369252353598614e-05;5.5369252353598614e-05;2.7511191734259788e-05;0.04400575923361258;1.7161002389565858e+22;7.704547245561024;0.9942197906481357;0.0;164878510.51959854;0.0;3.6390430633389306
1583;1.584784913880108;5.4987490680741875e-05;5.4987490680741875e-05;2.7511191734175318e-05;0.04400752368536553;1.7160514243989336e+22;7.7048078398320055;0.9942596548132583;0.0;163248570.8868711;0.0;3.6753767383102627
1584;1.5849045217074438;5.461218662413046e-05;5.461218662413046e-05;2.751119173421637e-05;0.04400925828452494;1.716002309791056e+22;7.70506688452322;0.9942988445203137;0.0;161635103.2779688;0.0;3.71206494030051
1585;1.5850243432856248;5.424320712323056e-05;5.424320712323056e-05;2.7511191734193502e-05;0.0440109636463983;1.715952886533407e+22;7.7053244487845065;0.9943373736709122;0.0;160037959.1311712;0.0;3.749110543881809
1586;1.5851444075946004;5.3880418871442054e-05;5.3880418871442054e-05;2.7511191734180793e-05;0.04401264038741618;1.7159031451391734e+22;7.7055806040884445;0.994375256192037;0.0;158456961.27874246;0.0;3.786517141045869
1587;1.5852647431505853;5.352369521720735e-05;5.352369521720735e-05;2.7511191734211012e-05;0.044014289093237076;1.7158530761593673e+22;7.705835419409581;0.994412505315439;0.0;156891956.71934083;0.0;3.8242878254958694
1588;1.5853853797374116;5.317291095436284e-05;5.317291095436284e-05;2.7511191734170703e-05;0.0440159103428261;1.7158026694666104e+22;7.706088964907679;0.9944491341216464;0.0;155342782.77950972;0.0;3.8624259799158316
1589;1.585506347581117;5.282794481654588e-05;5.282794481654588e-05;2.7511191734141098e-05;0.044017504696926855;1.7157519145983545e+22;7.706341310164545;0.9944851552795102;0.0;153809280.3863652;0.0;3.900934966296016
1590;1.585627677531911;5.248867896567418e-05;5.248867896567418e-05;2.7511191734266808e-05;0.044019072700426265;1.7157008006829658e+22;7.70659252455346;0.9945205810996318;0.0;152291297.69970384;0.0;3.939818026786482
1591;1.585749401552999;5.215499772677618e-05;5.215499772677618e-05;2.7511191734253404e-05;0.044020614888202365;1.7156493162338322e+22;7.706842678212579;0.9945554236664819;0.0;150788685.1640036;0.0;3.979078399333589
1592;1.5858715528372234;5.182678742421553e-05;5.182678742421553e-05;2.751119173421848e-05;0.04402213178588164;1.7155974490972332e+22;7.707091842235877;0.9945896948555125;0.0;149301278.1479832;0.0;4.018719782193003
1593;1.5859941644873345;5.150393993309534e-05;5.150393993309534e-05;2.7511191734192537e-05;0.04402362389342603;1.7155451870147865e+22;7.707340085973992;0.9946234059623369;0.0;147828934.63846788;0.0;4.058745342834045
1594;1.5861172712860745;5.118634800229112e-05;5.118634800229112e-05;2.7511191734223047e-05;0.04402509170674899;1.7154925168716985e+22;7.7075874806166444;0.9946565681911014;0.0;146371510.31227553;0.0;4.09915835889056
1595;1.5862409094588252;5.087390624462562e-05;5.087390624462562e-05;2.7511191734284897e-05;0.04402653571313957;1.7154394247931823e+22;7.707834098585859;0.9946891925511018;0.0;144928850.05426157;0.0;4.13996246969019
1596;1.5863651156820162;5.0566513601124646e-05;5.0566513601124646e-05;2.7511191734217873e-05;0.044027956379873834;1.7153858965710563e+22;7.708080011576486;0.9947212895994818;0.0;143500812.2711069;0.0;4.181161001837804
1597;1.5864899281633615;5.0264070800176735e-05;5.0264070800176735e-05;2.75111917342837e-05;0.04402935416595826;1.7153319171993408e+22;7.708325292639447;0.9947528697065506;0.0;142087253.21922272;0.0;4.222757400160841
1598;1.586615386400272;4.996648109862942e-05;4.996648109862942e-05;2.7511191734316153e-05;0.04403072951870506;1.7152774709774131e+22;7.708570015653513;0.994783942978409;0.0;140688033.166039;0.0;4.264755050572669
1599;1.5867415314805635;4.967364975827348e-05;4.967364975827348e-05;2.7511191734286903e-05;0.04403208287615201;1.7152225413778387e+22;7.708814255845717;0.9948145193116205;0.0;139303015.06726065;0.0;4.307157312498209
1600;1.5868684062848422;4.938548377393715e-05;4.938548377393715e-05;2.7511191734262342e-05;0.0440334146683193;1.7151671109563405e+22;7.709058090115465;0.9948446084216106;0.0;137932048.21866912;0.0;4.349968029538692
1601;1.586996054168082;4.9101895016156806e-05;4.9101895016156806e-05;2.7511191734256427e-05;0.04403472530268604;1.7151111619283455e+22;7.709301594442766;0.9948742195145309;0.0;136575010.83881208;0.0;4.3931902059896535
1602;1.5871245216023313;4.8822794462030594e-05;4.8822794462030594e-05;2.7511191734293628e-05;0.04403601519085292;1.715054675011075e+22;7.709544848891761;0.9949033618896558;0.0;135231758.6120674;0.0;4.436827607346216
1603;1.5872538560393938;4.854809728597094e-05;4.854809728597094e-05;2.7511191734264887e-05;0.04403728472501538;1.7149976303579615e+22;7.709787933409012;0.9949320444078353;0.0;133902166.41033588;0.0;4.480883439640048
1604;1.587384107715747;4.827771908941282e-05;4.827771908941282e-05;2.7511191734299188e-05;0.04403853429538853;1.7149400067632768e+22;7.710030931193757;0.9949602758851789;0.0;132586098.63896589;0.0;4.525361302272041
1605;1.5875153286299317;4.8011578384241e-05;4.8011578384241e-05;2.7511191734142528e-05;0.04403976427873006;1.7148817821112405e+22;7.710273926663559;0.9949880648337532;0.0;131283428.42118697;0.0;4.5702645582583665
1606;1.5876475733934923;4.774961853708079e-05;4.774961853708079e-05;2.7511191734158147e-05;0.04404097493692433;1.7148229329970174e+22;7.710516983461773;0.9950154171702974;0.0;129994131.31839404;0.0;4.615592980350956
1607;1.5877809099465894;4.7491887960842926e-05;4.7491887960842926e-05;2.7511191734241292e-05;0.04404216604637671;1.7147634299517413e+22;7.71076006118769;0.9950423278431507;0.0;128718715.27024293;0.0;4.661326822135456
1608;1.5879154770930362;4.723816227885872e-05;4.723816227885872e-05;2.7511191734066644e-05;0.044043338644192936;1.7147032115736033e+22;7.711003394129711;0.995068820283587;0.0;127456324.14445215;0.0;4.70749493230318
1609;1.5880513417508773;4.698836925213648e-05;4.698836925213648e-05;2.7511191734130737e-05;0.04404449306436178;1.71464224832716e+22;7.71124708094782;0.995094902037398;0.0;126206847.32006203;0.0;4.754100215168144
1610;1.588188575589822;4.6742436371048576e-05;4.6742436371048576e-05;2.7511191734117052e-05;0.044045629642117494;1.7145805084264206e+22;7.7114912258442985;0.995120580678513;0.0;124970161.91822468;0.0;4.801146055909052
1611;1.5883272538264057;4.650029343288805e-05;4.650029343288805e-05;2.7511191734131377e-05;0.044046748702027724;1.714517958370287e+22;7.7117359362841515;0.9951458635398713;0.0;123746148.9483658;0.0;4.848635736133941
1612;1.588467455753532;4.626187233427398e-05;4.626187233427398e-05;2.751119173420197e-05;0.044047850558953154;1.7144545627011715e+22;7.711981323647596;0.9951707577351039;0.0;122534691.73676874;0.0;4.89657248486764
1613;1.588609265136124;4.6027106731175186e-05;4.6027106731175186e-05;2.7511191734129626e-05;0.044048935519618894;1.7143902838237843e+22;7.712227503806566;0.9951952701940351;0.0;121335686.29995926;0.0;4.944959049530686
1614;1.5887527718979146;4.579593005822585e-05;4.579593005822585e-05;2.7511191734127132e-05;0.04405000389176838;1.7143250812350537e+22;7.712474599747687;0.9952194078694959;0.0;120148996.47847791;0.0;4.99379951215387
1615;1.5888980684455456;4.556828209349206e-05;4.556828209349206e-05;2.7511191734138225e-05;0.04405105595382473;1.7142589131940694e+22;7.7127227349881835;0.9952431770518858;0.0;118974555.30988961;0.0;5.0430951259888905
1616;1.5890452583823838;4.5344095980247985e-05;4.5344095980247985e-05;2.751119173409957e-05;0.04405209201486921;1.714191732749637e+22;7.712972048209135;0.9952665847242603;0.0;117812205.29125369;0.0;5.092850936086702
1617;1.5891944455530085;4.512331596674417e-05;4.512331596674417e-05;2.751119173416356e-05;0.044053112332657955;1.714123492735384e+22;7.713222674297213;0.9952896367100912;0.0;116661878.12918597;0.0;5.143068238071632
1618;1.5893457456013058;4.4905880724901115e-05;4.4905880724901115e-05;2.7511191734215088e-05;0.0440541171907139;1.7140541404904325e+22;7.713474763572137;0.9953123394149962;0.0;115523452.0584511;0.0;5.193750613480798
1619;1.5894992795401819;4.46917340123634e-05;4.46917340123634e-05;2.751119173419591e-05;0.04405510684905286;1.7139836207976472e+22;7.713728470539567;0.9953346987134996;0.0;114396832.14496094;0.0;5.244900481507165
1620;1.589655177692024;4.4480819939588415e-05;4.4480819939588415e-05;2.7511191734211283e-05;0.04405608156605655;1.713911874078761e+22;7.713983960086908;0.995356720443206;0.0;113281920.77349001;0.0;5.296520361794666
1621;1.5898135798981332;4.427308393218579e-05;4.427308393218579e-05;2.7511191734169714e-05;0.04405704159402542;1.7138388362978503e+22;7.714241407334713;0.995378410304325;0.0;112178625.97708675;0.0;5.348612489892273
1622;1.5899746369600445;4.406847217876556e-05;4.406847217876556e-05;2.751119173408731e-05;0.04405798718173031;1.713764438297551e+22;7.7145009994481475;0.995399773917324;0.0;111086836.1468036;0.0;5.4011800210700684
1623;1.5901385084209299;4.386693567980934e-05;4.386693567980934e-05;2.7511191734228668e-05;0.044058918555701425;1.7136886068326963e+22;7.7147629315459225;0.9954208164001879;0.0;110006480.91250363;0.0;5.454224105916312
1624;1.5903053694881202;4.366842321425381e-05;4.366842321425381e-05;2.751119173413496e-05;0.044059835952732475;1.7136112613742845e+22;7.715027417155447;0.9954415431027839;0.0;108937465.6313555;0.0;5.5077470044181185
1625;1.5904754084210786;4.347288634222859e-05;4.347288634222859e-05;2.751119173416624e-05;0.04406073959676122;1.7135323153247483e+22;7.715294683310771;0.9954619590845265;0.0;107879706.87502429;0.0;5.561750373451456
1626;1.5906488293465504;4.328027787313684e-05;4.328027787313684e-05;2.75111917342584e-05;0.04406162970594926;1.7134516747267043e+22;7.715564974252741;0.995482069274329;0.0;106833111.11419652;0.0;5.616236331062617
1627;1.5908258518197333;4.3090554326638406e-05;4.3090554326638406e-05;2.7511191734225964e-05;0.04406250648130908;1.7133692384861426e+22;7.715838549901127;0.9955018782136557;0.0;105797626.131587;0.0;5.671204751359384
1628;1.591006719314185;4.290371428752213e-05;4.290371428752213e-05;2.751119173428593e-05;0.04406336992945418;1.7132848944390747e+22;7.716115668406426;0.9955213860519252;0.0;104773406.74484691;0.0;5.726643989549475
1629;1.5911917392797164;4.27197899452789e-05;4.27197899452789e-05;2.7511191734255688e-05;0.04406421990169918;1.713198500696631e+22;7.716396625940722;0.9955405894298962;0.0;103760796.87755913;0.0;5.782530763598684
1630;1.591381326796903;4.25386268545836e-05;4.25386268545836e-05;2.7511191734158062e-05;0.04406505711185446;1.7131098651416351e+22;7.716681943958049;0.9955595044746499;0.0;102759107.27336685;0.0;5.838898526082351
1631;1.5915758166262348;4.236018814079975e-05;4.236018814079975e-05;2.751119173430666e-05;0.04406588173039568;1.7130188333401822e+22;7.716972006164805;0.995578135037733;0.0;101768294.4374944;0.0;5.895745854014652
1632;1.5917755808753435;4.218443649376851e-05;4.218443649376851e-05;2.751119173422728e-05;0.04406669392980892;1.7129252337127453e+22;7.717267237284036;0.9955964850161146;0.0;100788309.49358864;0.0;5.953071373204917
1633;1.5919810320007932;4.201133646706393e-05;4.201133646706393e-05;2.7511191734204846e-05;0.04406749387396535;1.7128288762058013e+22;7.717568105251091;0.9956145581121266;0.0;99819105.58089878;0.0;6.010873334401175
1634;1.5921926277993086;4.184085521863513e-05;4.184085521863513e-05;2.7511191734196795e-05;0.04406828171469845;1.7127295500554426e+22;7.7178751262038;0.9956323577561363;0.0;98860646.23250835;0.0;6.069149078682655
1635;1.592410879073256;4.167296239163876e-05;4.167296239163876e-05;2.7511191734228095e-05;0.044069057592355104;1.7126270203235937e+22;7.718188872726855;0.9956498871189922;0.0;97912904.8560235;0.0;6.127894998951086
1636;1.5926363584788297;4.1507629872485875e-05;4.1507629872485875e-05;2.751119173419891e-05;0.04406982163691362;1.7125210239107858e+22;7.718509983390191;0.9956671491372884;0.0;96975871.60840665;0.0;6.187106030073435
1637;1.5928697126521298;4.134483080842616e-05;4.134483080842616e-05;2.7511191734139082e-05;0.04407057397252402;1.7124112640743922e+22;7.718839176129116;0.995684146615939;0.0;96049540.00894533;0.0;6.246776402511876
1638;1.5931116731014732;4.118454141685926e-05;4.118454141685926e-05;2.751119173417662e-05;0.044071314709146756;1.712297405585618e+22;7.719177258912212;0.9957008820392743;0.0;95133905.26365148;0.0;6.306899715061381
1639;1.5933630685687563;4.1026743048820406e-05;4.1026743048820406e-05;2.751119173415417e-05;0.04407204393301695;1.7121790692754513e+22;7.719525141716316;0.9957173573556011;0.0;94229012.21002936;0.0;6.367465666122501
1640;1.5936248536102189;4.087141678459129e-05;4.087141678459129e-05;2.7511191734244094e-05;0.044072761731619656;1.712055819052692e+22;7.7198838695003005;0.9957335745414636;0.0;93334881.06930144;0.0;6.428464826076096
1641;1.5938981208592573;4.071855111222966e-05;4.071855111222966e-05;2.7511191734210473e-05;0.04407346815820559;1.7119271567465533e+22;7.720254630990093;0.9957495347999524;0.0;92451592.4369787;0.0;6.489882804441695
1642;1.594184142793764;4.056813589958481e-05;4.056813589958481e-05;2.751119173420563e-05;0.044074163259647976;1.7117925032510922e+22;7.720638805737304;0.9957652391900725;0.0;91579204.27628401;0.0;6.5517057583277145
1643;1.5944843951624668;4.042017093777365e-05;4.042017093777365e-05;2.7511191734278863e-05;0.04407484703696154;1.7116511885755047e+22;7.721037983680532;0.995780687734749;0.0;90717863.22809982;0.0;6.613912394424103
1644;1.5948006259211809;4.0274657434973494e-05;4.0274657434973494e-05;2.751119173432943e-05;0.04407551948461165;1.7115024208426277e+22;7.721454041833;0.9957958803089382;0.0;89867710.65843974;0.0;6.676480302034402
1645;1.5951349063237772;4.013160616612581e-05;4.013160616612581e-05;2.7511191734161545e-05;0.044076180552853006;1.7113452642194573e+22;7.721889192360872;0.9958108157887474;0.0;89028934.3186103;0.0;6.739382028911673
1646;1.5954897163797308;3.9991038718718306e-05;3.9991038718718306e-05;2.751119173422723e-05;0.04407683014197298;1.7111786014356791e+22;7.72234606981245;0.9958254919213744;0.0;88201805.42959367;0.0;6.802581841467461
1647;1.5958680720137226;3.9853066431024716e-05;3.9853066431024716e-05;2.751119173429429e-05;0.0440774677375039;1.7110010778524393e+22;7.722827825491962;0.9958398970834783;0.0;87387106.95327361;0.0;6.8660014150694275
1648;1.5962739081017359;3.9717677312551564e-05;3.9717677312551564e-05;2.751119173430733e-05;0.04407809339490393;1.710810927540816e+22;7.723338634233747;0.995854032528023;0.0;86584912.21192583;0.0;6.929613770716032
1649;1.5967119473987028;3.958492889231985e-05;3.958492889231985e-05;2.7511191734231758e-05;0.044078706848368586;1.7106060429146391e+22;7.723883439542834;0.9958678922497006;0.0;85795696.52033022;0.0;6.993357759591397
1650;1.5971881402441666;3.9454915282217834e-05;3.9454915282217834e-05;2.7511191734298294e-05;0.04407930766303831;1.7103837805535178e+22;7.724468421723483;0.9958814664237529;0.0;85020167.69827478;0.0;7.057149100544236
1651;1.5977101839700303;3.932776311275154e-05;3.932776311275154e-05;2.7511191734208478e-05;0.044079895253781025;1.7101407366982618e+22;7.7251015217439765;0.9958947418303226;0.0;84259233.50453125;0.0;7.120881297451318
1652;1.5982882497812239;3.920364624700844e-05;3.920364624700844e-05;2.751119173427666e-05;0.04408046881719758;1.7098724371764932e+22;7.725793152648207;0.9959077003182536;0.0;83514078.16648743;0.0;7.1844174440132695
1653;1.5989361231960226;3.9082806122127915e-05;3.9082806122127915e-05;2.7511191734257633e-05;0.044081027237621716;1.709572854216595e+22;7.726557305983953;0.9959203166813575;0.0;82786322.25127204;0.0;7.247574039814056
1654;1.5996731155883097;3.896557667975979e-05;3.896557667975979e-05;2.7511191734275583e-05;0.04408156897191442;1.709233601126879e+22;7.727413394951271;0.9959325560555775;0.0;82078155.48036109;0.0;7.310105794757565
1655;1.6005273067004424;3.885238697473673e-05;3.885238697473673e-05;2.7511191734194498e-05;0.044082092037411036;1.7088586995021478e+22;7.728323512339065;0.9959443736466748;0.0;81392358.31970164;0.0;7.3716994124098925
1656;1.6015410850165461;3.874387390788638e-05;3.874387390788638e-05;2.7511191734212537e-05;0.044082593490969546;1.7084698557157634e+22;7.729166582169327;0.9959557029603973;0.0;80733020.14474173;0.0;7.431903314459108
1657;1.6027824113696165;3.864131011712074e-05;3.864131011712074e-05;2.7511191734159882e-05;0.04408306745163497;1.7080116662838472e+22;7.730117093356494;0.9959664111286409;0.0;80108127.59969667;0.0;7.489876720102891
1658;1.6043737302399266;3.854632749270004e-05;3.854632749270004e-05;2.751119173420568e-05;0.04408350637832195;1.7074556935104987e+22;7.73119866135306;0.9959763277760623;0.0;79527944.77368408;0.0;7.544517863594293
1659;1.6065550136830287;3.846239252866514e-05;3.846239252866514e-05;2.751119173429451e-05;0.04408389425204141;1.7067513659715142e+22;7.732437732841295;0.9959850909864895;0.0;79014050.4845424;0.0;7.5935861574059995
1660;1.6099088559758128;3.839880216212624e-05;3.839880216212624e-05;2.7511191734293527e-05;0.044084188110681675;1.705801602471151e+22;7.733797368245974;0.995991730119205;0.0;78623961.21842875;0.0;7.631261395404806
1661;1.6166686514705126;3.846485039187334e-05;3.846485039187334e-05;2.7511191734319846e-05;0.04408388289395984;1.7043771491485831e+22;7.734546410877235;0.9959848343739531;0.0;79029114.2156629;0.0;7.592138744749907
1662;1.629854303653074;4.164379180170069e-05;4.164379180170069e-05;2.7511191734209365e-05;0.04406919239732446;1.701637647576444e+22;7.734843716384533;0.9956529327605348;0.0;97747852.15852943;0.0;6.138242291267003
1663;1.6305428485667794;4.118871685806112e-05;4.118871685806112e-05;2.751119173422094e-05;0.044071295413422626;1.699947684408069e+22;7.741480987030266;0.9957004460919997;0.0;95157800.39344235;0.0;6.305315985859505
1664;1.6307958181033095;4.102967800023747e-05;4.102967800023747e-05;2.7511191734244893e-05;0.04407203036991706;1.6991178593816283e+22;7.744779642049876;0.9957170509252026;0.0;94245874.45530023;0.0;6.366326414474231
1665;1.6310572574832378;4.087362044570322e-05;4.087362044570322e-05;2.751119173431827e-05;0.04407275154799938;1.6984389959264661e+22;7.747452017170057;0.9957333444634691;0.0;93347590.2374959;0.0;6.427589597904711
1666;1.6313289391584336;4.0720114535817404e-05;4.0720114535817404e-05;2.751119173423506e-05;0.044073460933279525;1.6978798902918617e+22;7.749624215493448;0.9957493715675803;0.0;92460642.09347966;0.0;6.489247602167713
1667;1.6316121559654488;4.056912930027393e-05;4.056912930027393e-05;2.7511191734252374e-05;0.04407415866893047;1.6974162742104883e+22;7.751394487436178;0.9957651354722343;0.0;91584979.52819975;0.0;6.551292614694042
1668;1.6319083705862514;4.0420646388976974e-05;4.0420646388976974e-05;2.751119173420576e-05;0.044074844839802785;1.6970280722287678e+22;7.752844021065576;0.9957806380944569;0.0;90720635.05827717;0.0;6.6137103164519475
1669;1.632219274160554;4.027465372844521e-05;4.027465372844521e-05;2.7511191734226713e-05;0.04407551950174026;1.6966986260322581e+22;7.754039974638693;0.995795880695924;0.0;89867686.08797514;0.0;6.676482127431606
1670;1.6325468457479744;4.013114655354661e-05;4.013114655354661e-05;2.7511191734222776e-05;0.04407618267681227;1.6964140770689437e+22;7.7550378968690366;0.9958108637752469;0.0;89026235.58302706;0.0;6.739586326105319
1671;1.6328934194934355;3.9990132871289534e-05;3.9990132871289534e-05;2.751119173421592e-05;0.044076834328064717;1.696162854793716e+22;7.755883733593994;0.9958255864975238;0.0;88196470.190596;0.0;6.802993347731227
1672;1.6332617956789117;3.98517151100528e-05;3.98517151100528e-05;2.7511191734168488e-05;0.04407747398220452;1.6959352274975904e+22;7.756615528453516;0.9958400381696694;0.0;87379115.06243467;0.0;6.866629395036608
1673;1.6336556071812558;3.9715865839950926e-05;3.9715865839950926e-05;2.7511191734276454e-05;0.044078101766038186;1.6957228167973522e+22;7.757265242148458;0.9958542216566162;0.0;86574161.77237087;0.0;6.930474262951315
1674;1.6340791584746366;3.9582626525267554e-05;3.9582626525267554e-05;2.7511191734348753e-05;0.044078717487998964;1.695518428549584e+22;7.757859469126748;0.9958681326303067;0.0;85781986.48695049;0.0;6.994475467075765
1675;1.6345378078669366;3.945207545264054e-05;3.945207545264054e-05;2.751119173428329e-05;0.044079320786358005;1.6953156435029453e+22;7.758420859253995;0.9958817629182212;0.0;85003201.32263874;0.0;7.05855768564099
1676;1.635038416615238;3.932431936720977e-05;3.932431936720977e-05;2.7511191734155325e-05;0.04407991116787618;1.6951084591990404e+22;7.7589692765945095;0.9958951013766324;0.0;84238586.25231868;0.0;7.122626657133445
1677;1.6355899434535046;3.919950704996294e-05;3.919950704996294e-05;2.7511191734316623e-05;0.04408048794506157;1.6948909211982733e+22;7.759522894533055;0.995908132473073;0.0;83489184.40585256;0.0;7.186559603736413
1678;1.6362043871744796;3.9077844201703164e-05;3.9077844201703164e-05;2.751119173422069e-05;0.04408105016738966;1.6946566628765149e+22;7.760099425217228;0.9959208347323919;0.0;82756392.18430665;0.0;7.250195231611121
1679;1.636898296635485;3.895961664406825e-05;3.895961664406825e-05;2.75111917342657e-05;0.044081596514089244;1.6943982833118644e+22;7.760717618369905;0.9959331783144766;0.0;82042095.205614;0.0;7.3133188334144705
1680;1.6376953010714843;3.8845232002460596e-05;3.8845232002460596e-05;2.7511191734330037e-05;0.044082125101521846;1.6941064285964588e+22;7.761399265762213;0.9959451206623814;0.0;81348945.50295123;0.0;7.37563340606834
1681;1.6386306757846327;3.873519404110929e-05;3.873519404110929e-05;2.7511191734249335e-05;0.044082633601785166;1.6937998276471479e+22;7.762041633175359;0.9959566091819329;0.0;80680201.33988321;0.0;7.436768749155287
1682;1.6397591524780042;3.863046705770028e-05;3.863046705770028e-05;2.7511191734247014e-05;0.0440831175588005;1.6934646438127882e+22;7.762662852033808;0.9959675431971812;0.0;80041968.22018312;0.0;7.496067542335946
1683;1.6411743954799733;3.8532518241805125e-05;3.8532518241805125e-05;2.7511191734259347e-05;0.04408357019257844;1.6930619204043073e+22;7.763357544035853;0.9959777695281837;0.0;79443473.76428394;0.0;7.552539832035227
1684;1.643052972953646;3.844380995186945e-05;3.844380995186945e-05;2.7511191734330976e-05;0.04408398012435565;1.6925596132812276e+22;7.764133271704344;0.9959870310951427;0.0;78900124.21936062;0.0;7.604550765114907
1685;1.6457808669477303;3.837010068539259e-05;3.837010068539259e-05;2.751119173431982e-05;0.044084320743557115;1.6918978904319414e+22;7.764965380392052;0.9959947266867439;0.0;78447689.0177367;0.0;7.648408863444561
1686;1.65051075929371;3.833954106432729e-05;3.833954106432729e-05;2.7511191734211164e-05;0.04408446196309401;1.6909477143147985e+22;7.765575446854797;0.9959979172522712;0.0;78259851.79470989;0.0;7.666766371777847
1687;1.6702172193891336;4.939628120034572e-05;4.939628120034572e-05;2.7511191734280845e-05;0.04403336476684094;1.689331195307551e+22;7.753990000075509;0.9948434810001493;0.0;137983559.61403242;0.0;4.3483441192437695
1688;1.6706725105307325;4.844482105601339e-05;4.844482105601339e-05;2.7511191734340805e-05;0.04403776202319659;1.6872768198328587e+22;7.762605949449201;0.9949428279803966;0.0;133400339.80000682;0.0;4.497739667676389
1689;1.6708050287067349;4.817356876554926e-05;4.817356876554926e-05;2.7511191734034846e-05;0.04403901563199431;1.6866494082413874e+22;7.765237940754597;0.9949711506976529;0.0;132077171.79862115;0.0;4.542798667091566
1690;1.6709373068897015;4.790871949353905e-05;4.790871949353905e-05;2.7511191734129904e-05;0.04404023964568424;1.686102992754691e+22;7.7675322844778085;0.9949988047742042;0.0;130778024.23607187;0.0;4.587926782843267
1691;1.6710704640453364;4.764812721445914e-05;4.764812721445914e-05;2.7511191734145465e-05;0.04404144398241665;1.6856229430469063e+22;7.769549339232753;0.9950260142902951;0.0;129492708.58383171;0.0;4.633465517570579
1692;1.6712046169339319;4.7391695230175256e-05;4.7391695230175256e-05;2.7511191734056103e-05;0.044042629089232545;1.685200587979007e+22;7.771324677681415;0.9950527893458996;0.0;128221020.37678134;0.0;4.679419944069091
1693;1.671339879808643;4.713926643246593e-05;4.713926643246593e-05;2.7511191734130025e-05;0.044043795692351846;1.6848284115709905e+22;7.772889259200037;0.9950791463484658;0.0;126962436.49764277;0.0;4.725807227330107
