T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TI4C2S2;накоплено TIS
1343,51220703125;0,8082544860518635;True;0,005575241980709273;0,00116737765109331;0,29441448014071947;0,004102746432008454;0,009834590576972677;0,10539649878721381;0,0011870160762118495;0,5701181541055428;0,0019386029422741363;0,0035712977531609826;0,0026939935540933975;0,8082544860518635;0,0;0,0;0,0;0,0
1343,01220703125;0,8119289589050129;True;0,005572635801191456;0,0011887500542631893;0,2946913323559012;0,004087094407146516;0,00989975548607565;0,10572042009375104;0,0012031166290268863;0,569344789342853;0,001976478699216603;0,0035973055826909683;0,002718321547883501;0,8119289589050129;0,0;0,0;0,0;0,0
1342,51220703125;0,8155041386583208;True;0,0055699537828082755;0,0012103351713723914;0,29496527946586065;0,004071556085920848;0,009964712263767824;0,10604237394658914;0,0012193096429346235;0,568575668209219;0,0020147790480467102;0,003623365788312114;0,002742666595168504;0,8155041386583208;0,0;0,0;0,0;0,0
1342,01220703125;0,8189833706490547;True;0,005567197064719423;0,0012321326477739054;0,29523635231855977;0,004056130906314022;0,01002945935131331;0,10636236767432387;0,0012355944565505602;0,5678107569815685;0,00205350407032858;0,0036494766910877487;0,0027670278374605003;0,8189833706490547;0,0;0,0;0,0;0,0
1341,51220703125;0,8223698670353075;True;0,005564366784704523;0,0012541421103387418;0,29550458133262464;0,004040818301205565;0,010093995244535522;0,10668040866583982;0,0012519704078207238;0,5670500222850644;0,0020926538099841183;0,003675636625929767;0,0027914044319522617;0,8223698670353075;0,0;0,0;0,0;0,0
1341,01220703125;0,8256667128765538;True;0,005561464055691574;0,0012763631686815735;0,29576999652600267;0,004025617698492527;0,01015831849338909;0,10699650437381293;0,0012684368340546378;0,5662934310818364;0,0021322282743125582;0,0037018439425677814;0,0028157955511582196;0,8256667128765538;0,0;0,0;0,0;0,0
1340,51220703125;0,8288768719124991;True;0,005558489976277733;0,0012987954145811354;0,2960326275133561;0,004010528521428419;0,010222427700832456;0,1073106623105731;0,0012849930722056324;0,5655409506684824;0,0021722274342131555;0,0037280970051266453;0,0028402003829231907;0,8288768719124991;0,0;0,0;0,0;0,0
1340,01220703125;0,8320031919970347;True;0,005555445636015482;0,0013214384229323682;0,296292503507539;0,003995550189087761;0,010286321521210789;0,10762289004320173;0,0013016384588963783;0,564792548674016;0,0022126512250156337;0,003754394191860687;0,0028646181302239538;0,8320031919970347;0,0;0,0;0,0;0,0
1339,51220703125;0,83504841029706;True;0,005552332105782281;0,0013442917514713232;0,296549653335545;0,003980682116445614;0,010349998660263158;0,10793319519493644;0,0013183723307044041;0,5640481930515974;0,0022534995470373667;0,003780733895344374;0,002889048010872515;0,83504841029706;0,0;0,0;0,0;0,0
1339,01220703125;0,8380151582603909;True;0,005549150434103403;0,0013673549416236715;0,29680410544601943;0,00396592371469216;0,010413457873838874;0,10824158544380533;0,001335194024249085;0,5633078520747987;0,0022947722662825703;0,0038071145231833243;0,00291348925740337;0,8380151582603909;0,0;0,0;0,0;0,0
1338,51220703125;0,840905966224113;True;0,005545901670245822;0,0013906275194138695;0,29705588789767884;0,003951274391629309;0,010476697966371353;0,10854806851116434;0,0013521028763295068;0,5625714943392995;0,0023364692147433527;0,003833534496166894;0,002937941116957112;0,840905966224113;0,0;0,0;0,0;0,0
